;;;;;;;1º CICLO;;;;;;;;;;;;;;;;;;
EIXO;OBJETIVO;META;COD DA ACAO;AÇÃO;ENVOLVIDOS;PRAZO FINAL;Status da ação ;Detalhamento do que foi realizado - se possivel fazer uma descrição incluindo dados numéricos;Dificuldades encontradas/ Sugestões;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 28 – Assegurar a oferta de capacitação para ao menos 10% dos servidores da UFSC com conhecimentos sobre sustentabilidade; 170 ;Ação 170 -Desenvolver capacitação com o objetivo de formar agentes ambientais que atuem como multiplicadores de novos cursos na UFSC, promovendo o engajamento da comunidade acadêmica na implementação de práticas sustentáveis e na conscientização sobre a importância da preservação ambiental.;CGA;2029;Não iniciado;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 171 ;Ação 171 - Incentivar a divulgação, em todos os canais da UFSC de publicações, pesquisas acadêmicas e projetos de extensão sobre meio ambiente e sustentabilidade. ;SECOM;2029;Não iniciado;A SECOM incentiva a divulgação de publicações, pesquisas acadêmicas e projetos de extensão relacionados ao meio ambiente e à sustentabilidade nos canais institucionais da UFSC, seja por meio do apoio às unidades demandantes, seja pela identificação de oportunidades de divulgação. No período, contudo, não foi realizada ação ou campanha específica voltada exclusivamente a essa temática.;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 172 ;Ação 172 - Estabelecer a figura dos Agentes Ambientais da UFSC, responsáveis por promover, monitorar e apoiar as iniciativas de sustentabilidade.;CGA;2027;Não iniciado;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 173 ;Ação 173 - Criar curso no Moodle Grupos autoinstrucional aberto, voltado para toda a comunidade universitária, sobre sustentabilidade ambiental. ;CGA;2029;Não iniciado;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 174 ;Ação 174 -Incentivar a realização de eventos na UFSC com práticas mais sustentáveis.;CGA;2029;Não iniciado;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 175 ;Ação 175 - Institucionalizar o mês de junho como o 'Mês do Meio Ambiente';GR;2026;Não iniciado;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 176 ;Ação 176 - Selecionar quatro campanhas prioritárias de educação ambiental do PLS para grandes ações anuais e estabelecer um calendário mensal para as pequenas ações das temáticas não selecionadas;AGECOM;2026;Em andamento;Reunião inicial com CGA realizada, sem definição de quatro grandes temas. CGA enviou sugestão de programação mensal, com detalhamentos a serem discutidos entre equipes. ;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta;;Ação 176 - Selecionar quatro campanhas prioritárias de educação ambiental do PLS para grandes ações anuais e estabelecer um calendário mensal para as pequenas ações das temáticas não selecionadas;CGA;2026;Não iniciado;;Apresentação do PLS e UFSC Sustentável no CCB, CSE;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 177 ;Ação 177 - Incluir na recepção dos novos estudantes de graduação (aula magna e aula inaugural) tópicos relacionados a sustentabilidade.;CGA;2029;Em andamento;;Divulgado para os intagrans dos Centros Acadêmicos e Atléticas;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 178 ;Ação 178 - Incentivar e divulgar recepção dos estudantes (trotes) mais sustentáveis.;CGA;2029;Em andamento;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta;;Ação 179 - Atualizar o vídeo do UFSC Sustentável, incorporando as novas boas práticas de sustentabilidade e os dados mais recentes sobre as ações ambientais da UFSC.;CGA;2029;Não iniciado;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 179 ;Ação 179 - Ampliar a colaboração das postagens sobre sustentabilidade nas redes sociais da UFSC e do UFSC Sustentável, além de expandir a presença do UFSC Sustentável em novas plataformas digitais.;CGA;2029;;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 180 ;Ação 180 - Desenvolver materiais de apoio (como cartilhas, vídeos explicativos e lista de perguntas frequentes) trazendo informações de forma direta sobre a questão de sustentabilidade na UFSC.;CGA;2026;Não iniciado;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 181 ;Ação 181 -  Disponibilizar, na página “calouros.ufsc.br”, ícone para página do UFSC sustentabilidade e vídeo institucional do UFSC Sustentável. ;PROGRAD;2026;;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 182 ;Ação 182 - Incluir um widget na página principal do site da UFSC  e incentivar que as páginas dos Centros de Ensino também adotem essa prática, promovendo maior visibilidade e interação com as iniciativas sustentáveis da universidade.;AGECOM;2026;Em andamento;Widget no site da UFSC. Aguardando entrada da nova gestão para iniciar conversas com Centros de Ensino - pode haver necessidade de contatos referentes a outros tipos de ação envolvendo os centros.;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 183 ;Ação 183 -Atualizar o vídeo do UFSC Sustentável, incorporando as novas boas práticas de sustentabilidade e os dados mais recentes sobre as ações ambientais da UFSC.;CGA;2026;Não iniciado;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 184 ;Ação 184 - Estabelecer um banco de boas práticas relacionadas à sustentabilidade, tanto internas quanto externas à UFSC, compartilhando experiências e iniciativas bem-sucedidas ;CGA;2027;Não iniciado;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 185 ;Ação 185 - Divulgar os mascotes da sustentabilidade do UFSC Sustentável e incentivar o uso de suas imagens pela comunidade universitária.;CGA;2026;Não iniciado;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 186 ;Ação 186 - Realizar, no mínimo, uma intervenção artística que chame a atenção para questões relacionadas à sustentabilidade, utilizando a arte como ferramenta de sensibilização e engajamento da comunidade universitária.;CGA;2029;Não iniciado;;Feito um vídeo de divulgação e postado no UFSC Sustentável;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 187 ;Ação 187 - Divulgar o UFSC Sustentável, aproveitando a celebração de seu 10º aniversário em 2025.;CGA;2025;Concluído;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 188 ;Ação 188 - Realizar, anualmente, a Semana da Árvore da UFSC.;CGA;2029;Não iniciado;;Realizada a Semana do Meio Ambiente de 2025 e 2026;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 189 ;Ação 189 - Realizar, anualmente, a Semana do Meio Ambiente da UFSC.;CGA;2029;Em andamento;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 190 ;Ação 190 - Realizar, bienalmente, a Mostra Científica sobre sustentabilidade.;CGA;2029;Não iniciado;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 191 ;Ação 191 - Promover passagens de educação ambiental nos setores.;CGA;2029;Não iniciado;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 192 ;Ação 192 - Reformular o dashboard interativo do Observatório UFSC atualizado com dados relevantes sobre sustentabilidade.;CGA;2029;Não iniciado;;Em relação aos concursos para a carreira do magistério superior, entretanto, comissão instituída para revisar e atualizar a normativa de concursos da UFSC concluiu que não seria viável estabelecer conteúdo programático comum dessa natureza. O entendimento foi de que, diferentemente dos concursos para TAEs, não há uma prova geral única aplicável a todos os certames, pois cada concurso é destinado a uma área específica do conhecimento, possui conteúdo programático próprio e é conduzido pelo respectivo departamento acadêmico responsável pela seleção.;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 193 ;Ação 193 - Manter nos concursos para os técnicos-administrativos em educação realizados pela UFSC, conteúdo programático sobre sustentabilidade e incentivar que esse tópicos sejam também inseridos na seleção dos professores.;PRODEGESP;2029;Em andamento;Nos conteúdos programáticos dos concursos da carreira dos Técnicos-Administrativos em Educação (TAEs), a exigência de noções de sustentabilidade é mantida, para todos os cargos, por se tratar de conteúdo comum compatível com a estrutura desses certames, que são realizados por meio de prova objetiva elaborada e aplicada pela COPERVE para todos os cargos.;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 25 – Criar uma cultura de sustentabilidade na UFSC;Meta 29 – Realizar 100% das ações da meta; 194 ;Ação 194 - Participar, anualmente, da Agenda Ambiental da Administração Pública e de rankings nacionais e internacionais de sustentabilidade, visando o reconhecimento e aprimoramento das práticas ambientais.;CGA;2029;Não iniciado;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 26 – Garantir a implementação e continuidade das ações internas de sustentabilidade na UFSC;Meta 30 – Realizar 100% das ações da meta; 195 ;Ação 195 - Manter em funcionamento a Comissão Permanente de Sustentabilidade.;GR;2029;Não iniciado;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 26 – Garantir a implementação e continuidade das ações internas de sustentabilidade na UFSC;Meta 30 – Realizar 100% das ações da meta; 196 ;Ação 196 - Criar e  manter atuantes as comissões setoriais de sustentabilidade.;CGA;2026;Não iniciado;;;;;;;;;;;;;;;;;;
Divulgação;Objetivo 26 – Garantir a implementação e continuidade das ações internas de sustentabilidade na UFSC;Meta 30 – Realizar 100% das ações da meta;;Ação 196 - Criar e  manter atuantes as comissões setoriais de sustentabilidade.;CPS;2026;Não iniciado;;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 27 – Aprimorar a gestão geral dos resíduos;Meta 31 – Realizar 100% das ações da meta; 197 ;Ação 197 -  Manter, anualmente, dados atualizados e disponibilizados de resíduos para relatórios e comunidade universitária (Unidades de Florianópolis).;CGA;2029;Em andamento;Disponivel no site da gestão de resíduos;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 27 – Aprimorar a gestão geral dos resíduos;Meta 31 – Realizar 100% das ações da meta; 198 ;Ação 198 - Elaborar e divulgar o Plano de Gerenciamento de Resíduos Sólidos (PGRS) da UFSC (todos os campi).;CGA;2029;Em andamento;Elaboração em andamento, a ser publicado PGRS simplificado somente para Campus Trindade e Itacorubi no segundo semestre de ;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 27 – Aprimorar a gestão geral dos resíduos;Meta 31 – Realizar 100% das ações da meta; 199 ;Ação 199 -  Implementar o monitoramento do PGRS da UFSC.;CGA;2029;Não iniciado;Depende da implementação do PGRS;Se Agecom não mantiver programas selecionados e edital na gestão anterior, arrumar esta ação;;;;;;;;;;;;;;;;
Resíduos;Objetivo 27 – Aprimorar a gestão geral dos resíduos;Meta 31 – Realizar 100% das ações da meta; 200 ;"Ação 200 -  Implantar o ""Programa de redução da geração e periculosidade dos resíduos"" (todos os campi).";CGA;2029;Não iniciado;Dependendo de campanha a ser realizada com Agecom;Dependendo de publicação de novo edital de limpeza para seguir com as capacitações;;;;;;;;;;;;;;;;
Resíduos;Objetivo 27 – Aprimorar a gestão geral dos resíduos;Meta 31 – Realizar 100% das ações da meta; 201 ;Ação 201 - Treinar e capacitar, anualmente, terceirizados e servidores ligados a serviços que geram ou manejam resíduos ou com atividades que impactam na gestão dos resíduos (todos os campi).;CGA;2029;Em andamento;Foi realizada capacitação com equipe da limpeza da PROVAC  e colaboradores do RU;Se Agecom não mantiver programas selecionados e edital na gestão anterior, arrumar esta ação;;;;;;;;;;;;;;;;
Resíduos;Objetivo 27 – Aprimorar a gestão geral dos resíduos;Meta 31 – Realizar 100% das ações da meta; 202 ;"Ação 202 - Criar, institucionalizar e promover ""Programa de Educação Ambiental para o gerenciamento de resíduos"" a todos usuários, servidores e terceirizados (todos os campi).";CGA;2027;Não iniciado;Dependendo de campanha a ser realizada com Agecom;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 27 – Aprimorar a gestão geral dos resíduos;Meta 31 – Realizar 100% das ações da meta; 203 ;Ação 203 - Criar e publicar instrução normativa estabelecendo as diretrizes para o gerenciamento de todos os resíduos da UFSC, incluindo responsabilidades e orientações para a gestão e o gerenciamento de resíduos (todos os campi).;CGA;2029;Em andamento;Publicada normativa para resíduos recicláveis, mas nova normativa que englobe todos os resíduos deverá ser publicada junto com a publicação do PGRS;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 27 – Aprimorar a gestão geral dos resíduos;Meta 31 – Realizar 100% das ações da meta; 204 ;Ação 204 -  Estudar a viabilidade de implantação de Central de Resíduos para o acondicionamento temporário de resíduos não perigosos, com a remoção e/ou redução dos pontos de coleta e melhora da logística da destinação final dos resíduos (Campus Trindade).;CGA;2026;Em andamento;O PGRS em elaboração está verificando se esta é uma alternativa viável do ponto de vista operacional, será confirmada se esta ação será mantida ou removida com a publicação do PGRS;Como ajustar concessões já existentes? Normativa seria suficiente para fazer cumprir?;;;;;;;;;;;;;;;;
Resíduos;Objetivo 27 – Aprimorar a gestão geral dos resíduos;Meta 31 – Realizar 100% das ações da meta; 205 ;Ação 205 - Incluir no contrato das fundações e outras concessões (lanchonetes, por exemplo) localizadas dentro da UFSC a obrigação de realizar o encaminhamento adequado dos resíduos conforme sistema estabelecido pela Gestão de Resíduos (todos os campi);CGA;2029;Em andamento;Projeto do prof. André/ENS em andamento, PGRS trará definições do gerenciamento de resíduos em lanchonetes, que deverão ser incorporadas em normativa para gerenciamento de resíduos no Campus, assim como nos contratos com as lanchonetes ;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 27 – Aprimorar a gestão geral dos resíduos;Meta 31 – Realizar 100% das ações da meta; 206 ;Ação 206 - Ajustar, nos campi de Joinville e Blumenau, contratos de unidades que alugam espaços para melhor controle da geração e destinação dos resíduos gerados nas atividades institucionais. ;CGA;2029;Não iniciado;;Verificar se seria melhor alterar esta meta restringindo somente aos resíduos não perigosos, uma vez que os demais já possuem ação semelhante para eles;;;;;;;;;;;;;;;;
Resíduos;Objetivo 27 – Aprimorar a gestão geral dos resíduos;Meta 31 – Realizar 100% das ações da meta; 207 ;Ação 207 - Monitorar quantitativos gerados e destinação dos resíduos (todos os campi);CGA;2029;Em andamento;Materiais coletados via contratos são monitorados. Resíduos perigosos de todos os campi são monitorados, RCC/volumosos e REE e pilhas e baterias de Florianópolis monitorados, os demais carecem de dados pois são coletados por prestadores municipais que não fazem pesagem exclusiva para UFSC;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 27 – Aprimorar a gestão geral dos resíduos;Meta 31 – Realizar 100% das ações da meta; 208 ;Ação 208 - Proporcionar a qualificação dos servidores envolvidos nas atividades de gestão de resíduos em todos os campi. ;CCP;2029;;;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 27 – Aprimorar a gestão geral dos resíduos;Meta 31 – Realizar 100% das ações da meta; 209 ;Ação 209 - Realizar tratativas com as Prefeituras para viabilizar melhor custo benefício na coleta dos resíduos (todos os campi);GR;2027;Não iniciado;;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 28 – Aumentar a eficiência da coleta com destinação final ambientalmente adequada de resíduos não perigosos;Meta 32 – Realizar 100% das ações da meta; 210 ;Ação 210 - Implantar modelo de coleta mais eficiente para grandes geradores (Campus Trindade e Itacorubi) e/ou para a realidade de cada campi (demais campi);CGA;2029;Em andamento;Pontos de coleta piloto do CTC e CCB acordados com os centros e Comcap. Aguardando projeto do DPAE, aprovação da Comcap e aquisição das caixas para implementar. Se comprovado como modelo adequado, dependerá de disponibilidade da Comcap para ampliar para todo Campus Trindade e Itacorubi o modelo de coleta por caixas metálicas de 5m³;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 28 – Aumentar a eficiência da coleta com destinação final ambientalmente adequada de resíduos não perigosos;Meta 32 – Realizar 100% das ações da meta; 211 ;Ação 211 - Adequar os abrigos temporários e ponto de coleta de rejeitos (todos os campi);CGA;2029;Em andamento;Aguardando projeto do DPAE para pontos de coleta modelo piloto de coleta por caçamba metálica do CTC e CCB: ponto de coleta do CCS está em fase final para licitar construção: demais pontos aguardando definição do melhor modelo de coleta para serem definidos e adequados;"Faltaram as seguintes informações: estimativa de demanda gerada no abrigo; dimensão das caixas coletoras a serem utilizadas; a quantidade de caixa coletoras previstas para cada abrigo; as dimensões e peso do caminhão utilizado para coleta e a necessidade ou não de cercamento do local, incluindo portão de acesso.";;;;;;;;;;;;;;;;
Resíduos;Objetivo 28 – Aumentar a eficiência da coleta com destinação final ambientalmente adequada de resíduos não perigosos;Meta 32 – Realizar 100% das ações da meta;;Ação 211 - Adequar os abrigos temporários e ponto de coleta de rejeitos (todos os campi);DPAE;2029;Em andamento;" Foram selecionados dois abrigos de resíduos para implantação de projetos-piloto, localizados no CTC e no CCB. Entretanto, verificou-se a ausência de informações técnicas essenciais para o desenvolvimento dos projetos dos novos abrigos.

No Campus Itacorubi, foi realizado estudo de viabilidade técnica para a adequação de um abrigo destinado ao armazenamento de resíduos comuns (recicláveis e rejeitos), adotando-se como solução o uso de contentores.";;;;;;;;;;;;;;;;;
Resíduos;Objetivo 28 – Aumentar a eficiência da coleta com destinação final ambientalmente adequada de resíduos não perigosos;Meta 32 – Realizar 100% das ações da meta; 212 ;Ação 212 - Definir modelo apropriado e garantir atas necessárias  para  infraestrutura de acordo com a quantidade e qualidade necessários para o manejo de rejeitos (todos os campi);CGA;2029;Em andamento;Modelo de coleta por caixas metálicas de 5m³ será testado no CTC e CCB, e se comprovada eficiência maior e Comcap se comprometer com o modelo para coleta na UFSC Florianópolis, alteração do modelo será viável. Atas em construção para aquisição de equipamentos de coleta dos rejeitos. Atas já disponibilizadas e equipamentos comprados para coleta interna (lixeiras e contentores). ;Verificar se mantém esta ação caso projeto piloto com Comcap se comprove viável e eficiente;;;;;;;;;;;;;;;;
Resíduos;Objetivo 28 – Aumentar a eficiência da coleta com destinação final ambientalmente adequada de resíduos não perigosos;Meta 33 – Encaminhar para a reciclagem pelo menos 15% dos resíduos recicláveis até 2029; 213 ;Ação 213 - Realizar estudo de viabilidade de inclusão dos catadores no sistema de coleta seletiva solidária da UFSC (todos os campi);CGA;2027;Em andamento;Discussões de melhor modelo de coleta têm apontado para que seja via coleta municpal (Comcap), com caixas metálicas que garantam controle de pesagem e volume, bem como coletas com maior poeriodicidade;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 28 – Aumentar a eficiência da coleta com destinação final ambientalmente adequada de resíduos não perigosos;Meta 33 – Encaminhar para a reciclagem pelo menos 15% dos resíduos recicláveis até 2029; 214 ;Ação 214 -Definir modelo apropriado e garantir atas necessárias  para  infraestrutura de acordo com a quantidade e qualidade necessários para o manejo de rejeitos (todos os campi);CGA;2029;Em andamento;Terceira fase da coleta seletiva solidária já implantada, com aquisição de lixeiras internas e externas para recicláveis. Dependendo de melhorar o sistema de coleta externa (adequar contêiner ou alterar modelo de coleta por caixa metálica de 5m³), para retomar coleta via Comcap ea aumentar eficiência e possibiliutar controle de pesagem dos materiais.;Verificar se mantém esta ação caso projeto piloto com Comcap se comprove viável e eficiente;;;;;;;;;;;;;;;;
Resíduos;Objetivo 28 – Aumentar a eficiência da coleta com destinação final ambientalmente adequada de resíduos não perigosos;Meta 33 – Encaminhar para a reciclagem pelo menos 15% dos resíduos recicláveis até 2029; 215 ;Ação 215 - Definir modelo apropriado e garantir atas necessárias para infraestrutura para o sistema de coleta seletiva externa em todos os campi.;CGA;2029;;;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 28 – Aumentar a eficiência da coleta com destinação final ambientalmente adequada de resíduos não perigosos;Meta 33 – Encaminhar para a reciclagem pelo menos 15% dos resíduos recicláveis até 2029; 216 ;Ação 216 - Identificar a estrutura necessaria para os abrigos de armazenamento de recicláveis devidamente identificados e com capacidade suficiente para atender à demanda (todos os campi) e encaminhar a demanda;CGA;2026;Em andamento;Modelo de coleta por caixa metálica de 5m³ definido como o mais viável, mas depende de aquisição do equipamento e início da coleta da Comcap para testar o piloto e definir projeto de ponto de coleta junto ao DPAE (com restrição de acesso para evitar extravio do material);;;;;;;;;;;;;;;;;
Resíduos;Objetivo 28 – Aumentar a eficiência da coleta com destinação final ambientalmente adequada de resíduos não perigosos;Meta 34 – Encaminhar 100% do resíduo orgânico gerado no RU Trindade e áreas verdes para a valorização; 217 ;Ação 217  -Implantar a coleta e valorização de resíduos orgânicos do Restaurante Universitário (Campus Trindade) ;CGA;2026;Em andamento;Coleta realizada pela COMCAP quarta à tarde e demais dias da semana pela manhã (não há coleta sábado e domingo pq não há roteiro deste tipo de coleta no municípiop aos finais de semana). Verificar possibilidade de armazenar em segurança material orgânico dos dias sem coleta, acumulando para segunda feira (PGRS definirá se esta meta de 100% será viável tendo em vista esta indiponibilidade de coleta da Comcap aos sábados e domingos);;;;;;;;;;;;;;;;;
Resíduos;Objetivo 28 – Aumentar a eficiência da coleta com destinação final ambientalmente adequada de resíduos não perigosos;Meta 34 – Encaminhar 100% do resíduo orgânico gerado no RU Trindade e áreas verdes para a valorização; 218 ;Ação 218 - Regulamentar através do contrato de áreas verdes que o material das atividades de manutenção de áreas verdes (resíduos de poda) seja encaminhado para valorização, com comprovação da destinação e seus quantitativos (Campus Trindade);DME;2029;Não iniciado;;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 29 – Garantir destinação adequada e segurança no manejo, com redução da geração ou risco, para os resíduos perigosos;Meta 35; 219 ;Ação 219 - Manter disponivel e atualizado o manual de gerenciamento  dos resíduos perigosos para usuários e geradores da UFSC (todos os campi);CGA;2029;Concluído;Publicado em https://gestaoderesiduos.ufsc.br/files/2024/07/Manual-Residuos-UFSC-Pronto.pdf e em processo de revisão;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 29 – Garantir destinação adequada e segurança no manejo, com redução da geração ou risco, para os resíduos perigosos;Meta 35; 220 ;Ação 220 - Realizar estudos de viabilidade para a adequação dos abrigos temporários de resíduos infectantes (Campus Trindade e Itacorubi);DPAE;2027;Não iniciado;Demanda não fomalizada pela DGA, especificando as necessidades.;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 29 – Garantir destinação adequada e segurança no manejo, com redução da geração ou risco, para os resíduos perigosos;Meta 35; 221 ;Ação 221 - Elaborar o projeto para a adequação dos abrigos temporários de resíduos infectantes de acordo com os estudos de viabilidade(Campus Trindade e Itacorubi) e encaminhar para a execução;DPAE;2028;Não iniciado;Demanda não fomalizada pela DGA, especificando as necessidades.;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 29 – Garantir destinação adequada e segurança no manejo, com redução da geração ou risco, para os resíduos perigosos;Meta 35; 222 ; Ação 222 - Executar o projeto de adequação dos abrigos temporários de resíduos infectantes (Campus Trindade e Itacorubi);PU;2029;Não iniciado;;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 29 – Garantir destinação adequada e segurança no manejo, com redução da geração ou risco, para os resíduos perigosos;Meta 35; 223 ;Ação 223 - Dimensionar e adequadar aos padrões normativos os abrigos temporários  de resíduos químicos do CCA (Lagoa do Peri, Barra da Lagoa e Fazenda da Ressacada);DPAE;2029;Não iniciado;Demanda não fomalizada pela DGA, especificando as necessidades.;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 29 – Garantir destinação adequada e segurança no manejo, com redução da geração ou risco, para os resíduos perigosos;Meta 35; 224 ;"Ação 224 - Demonstrar para o Gabinete e demais envolvidos a importancia de ""Vincular aprovação de projetos (pesquisa, extensão, obras) à previsão de despesas com resíduos no orçamento, considerando a taxa de coleta e os valores vigentes dos contratos de coleta e destinação final de resíduos, incluindo os custos com embalagens para acondicionamento"" (todos os campi) -.";CGA;2029;Não iniciado;;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 29 – Garantir destinação adequada e segurança no manejo, com redução da geração ou risco, para os resíduos perigosos;Meta 35; 225 ;Ação 225 - Realizar cursos anuais de gerenciamento de residuos perigosos voltados para servidores (técnicos e docentes) e discentes com atividades geradoras desses resíduos (todos os campi);CGA;2029;Não iniciado;;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 29 – Garantir destinação adequada e segurança no manejo, com redução da geração ou risco, para os resíduos perigosos;Meta 35; 226 ;Ação 226 - Publicar normativa de gerenciamento de resíduos laboratoriais, incluído o encerramento da pesquisa e os passivos deixados por esta, para que haja responsabilização, redução da quantidade e periculosidade de resíduos perigosos gerados (todos os campi);CGA;2027;Não iniciado;;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 29 – Garantir destinação adequada e segurança no manejo, com redução da geração ou risco, para os resíduos perigosos;Meta 35; 227 ;Ação 227 - Identificar os laboratórios que possuem capacidade (física e de recurso humano) para realizar o tratamento in loco dos resíduos químicos (todos os campi)c ;CGA;2026;Não iniciado;;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 29 – Garantir destinação adequada e segurança no manejo, com redução da geração ou risco, para os resíduos perigosos;Meta 35; 228 ;Ação 228 - Capacitar e monitorar os laboratórios que tenham estrutura adequada para tratamento in loco de resíduos químicos (todos os campi);CGA;2027;Não iniciado;;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 29 – Garantir destinação adequada e segurança no manejo, com redução da geração ou risco, para os resíduos perigosos;Meta 35; 229 ;Ação 229 - Promover práticas seguras de redução e reaproveitamento de resíduos pelos laboratórios (todos os campi);CGA;2028;Não iniciado;;;;;;;;;;;;;;;;;;
Resíduos;Objetivo 30 – Controlar a geração e destinação de resíduos de construção civil e volumosos;Meta 36 – Realizar 100% das ações da meta; 230 ;Ação 230 - Exigir a apresentação do PGRCC (Plano de Gerenciamento de Resíduos da Construção Civil) nos contratos de obras, reformas e serviços de engenharia financiados com recursos da UFSC ou de projetos, sempre que houver essa obrigação conforme o enquadramento legal, abrangendo todos os campi.;DFO;2029;Em andamento;PGRCC faz parte do escopo dos Contratos de Obras e Reformas da PU;;;;;;;;;;;;;;;;;
